post,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3
Q: Describe yourself in less than eight words.<br>A: a Real Outlaw,Yes,5,a Real Outlaw,No,0,,No,0,
Q: Do u like it when girls play w/ ur balls ?<br>A: eeehhh. Sometimes. I turns me on more when they deep throught me,Yes,4,Do u like it when girls play w/ ur balls I turns me on more when they deep throught me,No,0,,No,0,
Q: Do u likee hot cheetoess ? Ha<br>A: I don't eat those kinds of food it's full of salt and fillers and junk,Yes,1,hot cheetoess,No,0,,No,0,
Q: Do you have a favorite word you always seem to use? How often do you use it?<br>A: fuck a Lot,Yes,6,fuck a Lot,No,0,,No,0,
Q: do you have sex while you are on/ your girl is on their period?<br>A: Sure. that's what the Shower is for,No,0,,Yes,4,Q: do you have sex while you are on/ your girl is on their period?,No,0,
Q: Do you know how many people your mom has slept with?<br>A: 2 she told me,Yes,1,: Do you know how many people your mom has slept with?,No,0,,Yes,2,"""""""""""""""your mom has slept with"""""""""""""""
Q: do you like having sex under or over the sheets?<br>A: over,Yes,1,do you like having sex under or over the sheets,No,0,,No,0,
Q: do you like having sex w/ the lights on or off?<br>A: both  depends on my partner,Yes,2,sex,No,0,,No,0,
Q: do you like oral sex or sex better?<br>A: both They both make me excited,Yes,1,Q: do you like oral sex or sex better?,No,0,,Yes,3,oral sex
Q: DO YOU LIKE TIGHT PUSSSSSAYYYYS<br>A: Yep  your Sister has one  and I fucked her twice last night,Yes,6,"""""""Q: DO YOU LIKE TIGHT PUSSSSSAYYYYS",,,,,,
Q: Do you prefer taller or shorter men/women depending on your orientation?<br>A: tall men  short women,No,0,,No,0,,No,0,n\a
Q: Do you think it is acceptable behavior if you are in a serious relationship to comment on pictures of the opposite sex on Facebook/MySpace and tell them how hot they look? Why or why not?<br>A: It's ok I am not dead  and I am not touching,Yes,1,dead,No,0,,No,0,
Q: Do you think there is a real threat of internet predators as much as the news/schools insist there are  or do you feel it is a bit easier to detect them and to stay safe online as long as you&#039;re smart and don&#039;t give out pertinent information?<br>A: it's safe. don't give out personel info  and don't allow them into your house,No,0,,Yes,4,real threat of internet predators,No,0,
Q: Do you watch porn? Do you type in a certain thing in the &quot;search&quot; bar when you are looking at porn? What do you type in?<br>A: facial  gay  and Amature,Yes,5,facial gay and Amature,No,0,,No,0,
Q: Does anyone know this buisness with the pope ? Apparently he was begging for forgiveness lol.. what did he do ?<br>A: He was asking for Forgivness for all the Sexual Abuse that Some Priests had done to young People,Yes,10,sexual abuse,No,0,,No,0,
Q: Does berlesque dancing interest you more than stripping does?<br>A: nope strippers get NAKED,Yes,1,Q: Does berlesque dancing interest you more than stripping does?,No,0,,No,0,
Q: Does it bother you that all disney actors think they can double up as singers? Who do you think is the worst of them?<br>A: It's not them. It's the Disney Corperate Machine. IDK which is the worst,No,0,,Yes,3,calling disney stars bad singers,No,0,
Q: Don&#039;t fuck me.<br>A: LMAO,Yes,4,Don't fuck me,No,0,,No,0,
Q: done  if you receive this im still following you (:<br>A: KOOL,Yes,2,following you,No,0,,No,0,
Q: Dream dateee wouldd be___ ?<br>A: Paris Hilton in a helicopter ride around Manhatten,No,0,,Yes,3,Paris Hilton in a helicopter ride,No,0,
Q: fave sexual position ?<br>A: doggie,No,0,,No,0,,Yes,0,fave sexual position ?
Q: GIRLS: Favorite color to paint your toenails/fingernails? GUYS: Favorite fingernail/toenail polish color on a girl?<br>A: Hooker Red,No,0,,Yes,6,Hooker Red,No,0,
Q: GIRLS: In men  do you prefer the athletic types or the musician/artsy types more and why? GUYS: In women  do you prefer the shy  innocent types or the short-skirted  crazier types more and why?<br>A: short skit  crazy  slutty typ. cause  I like to fuck LOL,No,0,,Yes,0,slutty typ.,No,0,
Q: has your parents ever said something you have said  and it sounding completly different coming from them? last night my mom was like &quot;Yeah  tacos are boss!&quot; i almost shit my pants laughing  then i was like  &quot;mom  never again. EVER.&quot; lmao.<br>A: LMAO but I once told my Daughter >> that's the way I roll  Baby and she did the same thing as you,No,0,,Yes,1,i almost shit my pants laughing,No,0,
Q: Have you ever been blackmailed? If so  what happened? If not  how do you think youu2019d react to being blackmailed?<br>A: I have not  but I would shoot the fucker that tryed,No,0,,No,0,,Yes,10,shoot the fucker
Q: have you ever been jumped? how about mugged? (if those are the same things sorry :D)<br>A: I have been jumped  and they tryed to mug me  but I got away. It happened in Spain,No,0,,No,0,,Yes,6,have you ever been mugged or jumped
Q: Have you ever had an experience with a peeping tom? Explain. If not  what do you think of them? And why are all peeping toms named peeping toms if some can be female?<br>A: I worked with a guy in Yellowstone Park that was a peeping tom. He was a freak and I didn't like him. Yea  girls can peep  but I call them Peeping Suzie's,No,0,,Yes,3,peeping tom,No,0,
Q: have you ever hooked up with the same sex? how far did you go with them? would you do it again?<br>A: yes  I have gone all the way and had anal sex. I have done it several times and would do it again,Yes,5,ever hooked up with the same sex  had anal sex,No,0,,Yes,8,ever hooked up with the same sex
Q: have you ever physically hurt yourself on purpose?<br>A: nope  never,No,0,,Yes,0,have you ever physically hurt yourself on purpose,No,0,
Q: Have you ever seen the movie Super Size Me? If so  did it make you feel differently toward fast food restaurants? If you havenu2019t seen it  I recommend watching it sometime  itu2019s very interesting and quite good :]<br>A: never saw it I don't eat fast food and don't like fatty fat people that do,No,0,,Yes,5,I don't eat fast food and don't like fatty fat people that do,No,0,
Q: have you ever thought about the reason your living? i mean  i have  but i never know..its kinda confusing if you think about it.<br>A: I am here because I am the shit  Baby ! !,Yes,1,I am here because I am the shit Baby ! !,No,0,,No,0,
Q: Have you told your partner about all of your past relationships?<br>A: yes,No,0,,No,0,,Yes,1,Have you told your partner about all of your past relationships
Q: have you/your gf ever had a pregnancy scare? what was the first thing that came to your mind?<br>A: I never have. When my Daughter was born  she was Planned,Yes,2,Q: have you/your gf ever had a pregnancy scare? what was the first thing that came to your mind?,No,0,,No,0,
Q: Havee u ever wantedd to start a bandd ?<br>A: not really,Yes,2,wantedd to start a bandd ?,No,0,,No,0,
Q: Havee u tried anal sex ??<br>A: yes. I enjoy both getting and giving it,No,0,,No,0,,Yes,6,Havee u tried anal sex enjoy both getting and giving it
Q: Hey! I get way TOO many questions a day. If you spam more than 5 questions a day  please remove me from your list  but I will still spam you  if you want. If you don&#039;t want me spamming you  just tell me nicely in my inbox. Thanks.<br>A: okies,Yes,5,spam you,No,0,,Yes,1,Hey! I get way TOO many questions a day. If you spam more than 5 questions a day please remove me from your list but I will still spam you if you want. If you don't want me spamming you just tell me nicely in my inbox. Thanks.
Q: how big is ur dick ?<br>A: Mobey Dick. LOL,Yes,2,Q: how big is ur dick ?,Yes,4,how big is ur dick ?,,0,
Q: how big is you dick {if you are a dude}? bra size {if you are a chick}<br>A: take you last 3 fingers  ( pinky and the next two ) and that's how thick I am. I am 7 &quot; long,Yes,4,: how big is you dick {if you are a dude}? bra size {if you are a chick},No,0,,No,0,
Q: How can you be a dirty slut? ):<br>A: I cheated on my Wife  so I feel like a dirty slut ):,Yes,2,Q: How can you be a dirty slut? ):,Yes,5,"""""""Q: How can you be a dirty slut? ):",,,
Q: how much do you like sex?<br>A: A LOT ! ! !,No,0,,No,0,,Yes,3,do you like sex
Q: How often do/did you get in trouble by your parents? How often do/did you get grounded or punished?<br>A: I very seldom got into trouble as a kid. It wasn't till i started drinking at 19 that i got into trouble,No,0,,No,0,,Yes,2,trouble punished
Q: How old are you? How old do people say you act? How old do people say you look?<br>A: 44. I look around 30 or so ( if I wear a hat and cover the gray ) People say I look like I'm in my 30's,No,0,,No,0,,Yes,3,how old are you
Q: how old was u wen u 1st had sex?<br>A: 15,Yes,1,how old was u wen u 1st had sex?,No,0,,No,0,
Q: how would you rate your sex skills on a scale of 1-10?<br>A: 10 I am a DYNAMO BABY ! !  LMAO,Yes,5,rate your sex skills on a scale of 1-10?,No,0,,No,0,
Q: How would you react if your mom told you she was pregnant?<br>A: I would believe in Miracles. She had a Historectomy,No,0,,Yes,3,pregnant,No,0,
Q: i didnt cum during sex until a year so later  i have no idea  i was so drunk and just know it felt like agess !!<br>A: wow so do you like sex now ?? how important is it in your life ?? I have a couple GF ( just friends ) that say it's not important at ALL,No,0,v,No,0,,No,0,
Q: i have a headache D: what would you give me  if i came to your door and told you that i had one?<br>A: my Penis,Yes,5,My Penis,No,0,,Yes,5,penis
Q: i just had a mini spaz attack :S... does that ever happen to you or am i freak? [answer nicely to this one yeah] :D<br>A: you're a freak sweety,Yes,2,you're a freak,No,0,,Yes,3,You're a freak
Q: I want to fuck you. Are you a blondie?<br>A: yes,Yes,2,I want to fuck you.,Yes,7,I want to fuck you.,Yes,7,I want to fuck you
Q: If a random stranger approached you suddenly and blew a huge puff of smoke in your face from their cigarette/cigar  how would you react?<br>A: smack that fucker right in the face,No,0,,Yes,5,smack that fucker right in the face,No,0,
Q: if i crawled into bed with U  would u freak out  or cuddle with me ?<br>A: I don't know......how old are you ?? LOL,No,0,,No,0,,Yes,1,would u freak out
Q: If someone paid you 60 000 dollars to get your genitals pierced  would you and why?<br>A: hell yes ! ! I need the Money,No,0,,No,0,,Yes,6,genitals pierced
Q: If you could be best friends with any hollywood starlet  who would it be and why?<br>A: Paris Hilton I love that dirty little freak,Yes,5,dirty little freak,No,0,,No,0,
Q: If you could marry someone who was 80 years old and a billionaire wth virtually a certainity of inheriting hundreds of millions of dollars on their demise  would you do so?<br>A: No that's just wrong,No,0,,Yes,3,If you could marry someone who was 80 years old and a billionaire wth virtually a certainity of inheriting,No,0,
Q: If you were to give me an estimate on how much hate mail you&#039;ve gotten in all on FS how much would you say? I&#039;d say about 5 for me. :]<br>A: some I had a chick tell me that she was turned on by personel sexual Q's and turned and spewed hate at me,No,0,,No,0,,Yes,2,hate mail
Q: If you&#039;re in a really heated make-out session with a crush/BF/GF and right before you have sex [if you&#039;re a virgin imagine you&#039;re ready to do it] you both suddenly realize you&#039;re out of condoms  do you go through with the sex? Why or why not?<br>A: Yes  that's what Oral and Anal sex is for,Yes,6,Oral and Anal sex,No,0,,No,0,
Q: im mad at you though  <br>A: really why ??,Yes,3,im mad at you,No,0,,Yes,2,im mad at you
Q: Imagine someone said to you  u201cif you piss me off Iu2019m going to call your BF/GF and convince them youu2019re cheating on them.u201d [If you donu2019t have a BF/GF just pretend.] How would you respond?<br>A: go strait to my GF / BF and communicate what just happened,No,0,,No,0,,,2,if you piss me off Im going to call your BF/GF and convince them youre cheating on them
Q: In your opinion  should the medical profession force-feed anorexics as part of their treatment? What do you think are some helpful treatments for such disorders?<br>A: kill em,No,0,,No,0,,Yes,8,"""""""Q: In your opinion should the medical profession force-feed anorexics as part of their treatment? What do you think are some helpful treatments for such disorders?"
Q: Is anything too serious for jokes? What do you think is?<br>A: nothing is off limits,No,0,,No,0,,Yes,6,nothing is off limits
Q: is it better that your bf/gf care too much or not at all?<br>A: too much. I am selfish and want to know that she cares,Yes,10,Selfish,No,0,,No,0,
Q: Is there a name that nobody should ever be named ever? Like bertha or something. hahahah (my apologies to those of you named bertha)<br>A: Spring  or Rain or some Hippy nonsense name like that,No,0,,No,0,,Yes,2,"""""""named Bertha, spring or rain"""""""
Q: is there someone who you just want to punch and say &quot;there bitch!&quot; ? lmao. who are they  and why?<br>A: my Ex Wife that says it all,No,0,,Yes,1,"""""""""""""""there bitch!""""""""""""""",No,0,
Q: Is your cock hard?<br>A: not yet. I was this morning  but I took care of that in the shower,No,0,,Yes,1,Is your cock hard?,No,0,
Q: Its good that you don&#039;t steal. (:<br>A: thanks,No,0,,Yes,2,don't steal,No,0,
Q: lady gaga man or women? ot both?<br>A: woman she's a freak  but she's a chick,No,4,lady gaga man or women,No,0,,No,0,
Q: LAST ONE ; --  What are your thoughts on pre-maritial sex?<br>A: It's fine. Just don't give your body to just anyone. Marriage is only an Idia after all   NOT an instituition.,No,0,,Yes,1,Marriage is only an Idia after all NOT an instituition,No,0,
Q: Like what do you want to be known for?<br>A: being the biggest ass hole in the world : : : naaaa  jk  jk  helping to make my Daughter a better Person,Yes,3,ass hole,No,0,,No,0,
Q: LOL ur a Pedophile ! ! ur as old as my Step Dad<br>A: ok then don't talk to me,Yes,1,LOL ur a Pedophile ! ! ur as old as my Step Dad,No,0,,Yes,7,ur a pedophile
Q: megan fox with no legs britney spears with no arms jessica alba with boobs  or mitchell obama to fuck up the asss?<br>A: Michelle Obama to fuck up the ass,No,0,,No,0,,Yes,5,"""""""Q: megan fox with no legs britney spears with no arms jessica alba with boobs or mitchell obama to fuck up the asss?"
Q: My mom  totally just asked &#039;Why do rivers flood but oceans don&#039;t?&#039; Your reaction to my mothers stupidity? XD<br>A: LOL don't give her too much grieve we all do it some time,No,0,,No,0,,Yes,4,stupidity
Q: my tummy is telling me its hungry.... what should i eat? [i know it sounds like im always hungry  but i do rarely eat] :D<br>A: roasted garlic chicken yummy,Yes,6,my tummy is telling me its hungry,No,0,,No,0,
Q: okay  i added some people who want sexual spam  i dont do that over mass spam. if you want sexual spam  ask me to spam you individually and i will(: thank you!<br>A: okies,Yes,1,some people who want sexual spam i dont do that over mass spam. if you want sexual spam ask me to spam you individually and i will(: thank you!,Yes,6,sexual spam,Yes,6,sexual spam
Q: okay  so to everyone  im following you(: you will get spam and im about to spam a little today. i havent been spamming in a while  and thats because i have family visiting. :p<br>A: okies,No,0,,Yes,2,"""""""im following you",,,
Q: Once you&#039;re in heaven  do you get stuck wearing the clothes you were buried in for eternity?  Read more: http://www.funenclave.com/fun-stuff/intelligent-questions-25692.html#ixzz0tjmScEcF<br>A: Really  who cares ?? I would be in Heaven and drinking beer without getting stupid so I don't care what I would be wearing,No,0,,Yes,2,buried in,No,0,
Q: Please Stop spamming for right nw i have 1000+ in my inbox.. thanks! (:<br>A: okies,No,0,,Yes,1,Stop spamming for right nw i have 1000+ in my inbox,No,0,
Q: pphhiifffttt if i showed up  took off my clothes and asked for it  U wouldn&#039;t give it to me ?<br>A: mebey LOL you're pretty hot,No,0,,No,0,,Yes,2,pphhiifffttt if i showed up took off my clothes and asked for it U wouldn't give it to me ?
Q: r u a boy or girl?<br>A: Man,Yes,4,are u a boy or girl,No,0,,No,0,
Q: r u a drty slut?<br>A: yep ! !,Yes,4,r u a dirty slut,Yes,3,dirty slut,Yes,2,drty slut
Q: R U a prostitute ? or did U buy one ?<br>A: I bought one once in France  ( got arrested for that ) then in Spain and Brazil ( I got away with those ),Yes,5,' R U a prostitute? ',No,0,,No,0,
Q: Real outlaw? Nice(: Bad to the bone?<br>A: very In Dec I got out of jail after a 6 month sentence.  I am still on probation for that shit. LOL,Yes,3,I am still on probation for that shit.,No,0,,No,0,
Q: Screw team jacob and team edward. I&#039;m team LEGOLAS! Who&#039;s team are you on? ;D<br>A: What ??? what are you talking about ??,Yes,2,screw,No,0,,No,0,
Q: Shoee size ?<br>A: Bigger than my cock ( unfortantly ) size 12,No,0,,No,0,,Yes,2,A: Bigger than my cock ( unfortantly ) size 12
Q: Should homosexuals be allowed to adopt? Explain.<br>A: sure  they can be good Parents too,No,0,,No,0,,Yes,2,homosexuals
Q: Soo ur bi ?<br>A: yea I had sex in Jail when I was 30 and I found out I liked it,Yes,6,Soo ur bi,No,0,,Yes,2,bi
Q: sorry to reveal guys but im really in a sexual mood atm.... anyone wanna help me? ;D<br>A: fuck yeay I have a 7 inch cock,No,0,,No,0,,Yes,5,fuck yeay I have a 7 inch cock
Q: Spam me please?! (: will return the favor with the same amount you ask me!<br>A: sure I am following you,Yes,2,Spam me please,No,0,,No,0,
Q: spam/.<br>A: okies,Yes,3,spam/,No,0,,No,0,
Q: Spamm Pleasee and iWill Spamm Bkk if Requested (:<br>A: okies,No,0,,No,0,,Yes,3,spamm
Q: The artist Prince publicly rants about how much he hates the internet and how it is so &quot;over&quot;. What reasons do you think people have for disliking the internet? Do you feel is has bad aspects?<br>A: too many Fakes and Liers  but Prince is wrong,No,0,,Yes,3,hates Fakes Liers,No,0,
